DAUID,Target_name,Target_address,Distance (km),Residential_TotalGross_Average
59170376,Barnard Park,"300 Barnard Ave, Victoria, BC V9A 3R6",0.29,1032131
59170376,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.47,1032131
59170378,Barnard Park,"300 Barnard Ave, Victoria, BC V9A 3R6",0.2,1765680
59170378,Triangle Park,"150 Wilson St, Victoria, BC V9A 6X1",0.4,1765680
59170383,Wark Street Park,"2575 Wark St, Victoria, BC V8T 4G7",0.68,1008114
59170383,Selkirk Green Park,"350 Waterfront Crescent, Victoria, BC V8T 5K3",0.09,1008114
59170383,Sumas Park,"530 Sumas St, Victoria, BC V8T 4S3",0.47,1008114
59170383,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.49,1008114
59170383,Summit Park,"1245 Summit Ave, Victoria, BC V8T 2P9",0.47,1008114
59170384,Sumas Park,"530 Sumas St, Victoria, BC V8T 4S3",0.1,667343
59170384,Summit Park,"1245 Summit Ave, Victoria, BC V8T 2P9",0.29,667343
59170385,Sumas Park,"530 Sumas St, Victoria, BC V8T 4S3",0.21,1429892
59170385,Summit Park,"1245 Summit Ave, Victoria, BC V8T 2P9",0.32,1429892
59170386,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.2,1708097
59170386,Cecelia Ravine Park,"475 Burnside Rd E, Victoria, BC V8T 2X2",0.42,1708097
59170386,Selkirk Green Park,"350 Waterfront Crescent, Victoria, BC V8T 5K3",0.43,1708097
59170386,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.49,1708097
59170386,Sumas Park,"530 Sumas St, Victoria, BC V8T 4S3",0.34,1708097
59170387,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.0,669043
59170387,Cecelia Ravine Park,"475 Burnside Rd E, Victoria, BC V8T 2X2",0.37,669043
59170387,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.41,669043
59170387,Selkirk Green Park,"350 Waterfront Crescent, Victoria, BC V8T 5K3",0.5,669043
59170388,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.27,904377
59170388,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.3,904377
59170388,Cecelia Ravine Park,"475 Burnside Rd E, Victoria, BC V8T 2X2",0.27,904377
59170389,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.18,1037755
59170389,Arbutus Park,"2925 Washington Ave, Victoria, BC V9A 1L1",0.45,1037755
59170389,Cecelia Ravine Park,"475 Burnside Rd E, Victoria, BC V8T 2X2",0.42,1037755
59170390,Balfour Playlot,"74 Chown Pl, Victoria, BC V9A 1H5",0.33,1346304
59170390,Banfield Park,"521 Craigflower Rd, Victoria, BC V9A 2V8",0.47,1346304
59170554,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.34,1526738
59170555,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.3,1592567
59170556,Rockland Woodland Garden,"1059 Craigdarroch Rd, Victoria, BC V8S 2A5",0.27,1638956
59170556,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.44,1638956
59170556,The Terrace,"1401 Rockland Ave, Victoria, BC V8S 1V9",0.31,1638956
59170557,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.32,1757910
59170557,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.39,1757910
59170557,Rockland Woodland Garden,"1059 Craigdarroch Rd, Victoria, BC V8S 2A5",0.41,1757910
59170558,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.27,1734242
59170598,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.51,970445
59170600,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.42,824751
59170600,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.42,824751
59170601,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.33,973857
59170601,David Spencer Park,"2760 Victor St, Victoria, BC V8R 4E4",0.2,973857
59170610,Irving Park,"250 Menzies St, Victoria, BC V8V 2G7",0.18,1773627
59170610,Michigan Street Playground,"677 Michigan St, Victoria, BC V8V 1S9",0.3,1773627
59170610,Lewis Street Park,"32 Lewis St, Victoria, BC V8V 2E8",0.39,1773627
59170611,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.3,878987
59170611,Thunderbird Park,"638 Douglas St, Victoria, BC V8V 2P8",0.34,878987
59170612,Stadacona Park,"1490 Pandora Ave, Victoria, BC V8R 6P9",0.22,1408020
59170612,Fern Street Park,"1815 Fern St, Victoria, BC V8R 1L4",0.26,1408020
59170612,Terrace Park,"1002 Terrace Ave, Victoria, BC V8S 3V2",0.41,1408020
59170722,Triangle Park,"150 Wilson St, Victoria, BC V9A 6X1",0.0,1046000
59170722,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.41,1046000
59170722,Barnard Park,"300 Barnard Ave, Victoria, BC V9A 3R6",0.43,1046000
59170723,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.48,950552
59170806,Central Park,"2275 Quadra St, Victoria, BC V8T 4C4",0.22,804136
59170808,Central Park,"2275 Quadra St, Victoria, BC V8T 4C4",0.18,971891
59170808,Royal Athletic Park,"1014 Caledonia Ave, Victoria, BC V8T 1E8",0.25,971891
59170808,Blackwood Park,"2550 Cook St, Victoria, BC V8T 3R8",0.31,971891
59170808,Stevenson Memorial Park,"1233 Pembroke St, Victoria, BC V8T 1J6",0.47,971891
59170808,Franklin Green,"1045 Mason St, Victoria, BC V8V 3P5",0.48,971891
59170814,Thunderbird Park,"638 Douglas St, Victoria, BC V8V 2P8",0.28,891064
59170814,Beacon Hill Park,"100 Cook St, Victoria, BC V8V 4Z8",0.3,891064
59170814,Cridge Park,"720 Belleville St., Victoria, BC V8W 1A3",0.39,891064
59170816,Banfield Park,"521 Craigflower Rd, Victoria, BC V9A 2V8",0.33,1287572
59170817,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.5,680343
59170819,Saghalie Park,"130 Esquimalt Rd, Victoria, BC V9A 3K9",0.12,1005417
59170819,Songhees Hillside Park,"40 Saghalie Rd, Victoria, BC V9A 6Z6",0.13,1005417
59170819,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.38,1005417
59170820,Triangle Park,"150 Wilson St, Victoria, BC V9A 6X1",0.26,902809
59170820,Banfield Park,"521 Craigflower Rd, Victoria, BC V9A 2V8",0.46,902809
59170820,Victoria West Park,"95 Bay St, Victoria, BC V9A 6X9",0.49,902809
59170820,Barnard Park,"300 Barnard Ave, Victoria, BC V9A 3R6",0.29,902809
